CountryName,Region,IndicatorName.1,IndicatorName.2,IndicatorName.3,IndicatorName.4,income,gdp,life_expectancy,population
Cabo Verde,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",2430.404863,1771235958,73.004,537497
Cambodia,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1151.491139,22177200512,69.331,16009414
Cameroon,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1182.6252,34922782311,58.575,24566045
Canada,North America,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",36802.07309,1.64687E+12,82.4704878,36540268
Central African Republic,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",322.9968139,2167501640,52.89,4596028
Chad,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",508.1824922,9975692095,53.208,15016773
Chile,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",11353.30459,2.77746E+11,79.732,18470439
China,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",6567.928606,1.21435E+13,76.41,1386395000
Colombia,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",5226.942639,3.1179E+11,74.562,48901066
Comoros,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1234.643787,1068124330,63.912,813892
"Congo, Dem. Rep.",Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",347.0058077,38019265626,60.031,81398764
"Congo, Rep.",Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",684.9708381,8701334800,65.088,5110702
Costa Rica,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",10326.78053,58174550212,80.03,4949954
Cote d'Ivoire,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1402.275379,38053610009,54.102,24437469
Croatia,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",10777.16762,55201417479,77.82682927,4124531
Cuba,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,96851000000,79.921,11339259
Curacao,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,3116610112,78.01707317,160175
Cyprus,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",21477.43483,22141864999,80.67,1179680
Czech Republic,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",15002.48837,2.15914E+11,79.47560976,10594438
Denmark,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",48267.15649,3.29866E+11,81.00487805,5764980
Djibouti,Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1466.506872,1844674435,62.643,944097
Dominican Republic,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",6457.617916,75931656815,74.048,10513131
Ecuador,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",5021.301255,1.04296E+11,76.551,16785361
"Egypt, Arab Rep.",Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",2166.637373,2.35369E+11,71.661,96442593
El Salvador,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",3240.716432,24927970000,73.75,6388122
Equatorial Guinea,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",4686.987375,12289913729,57.939,1262001
Estonia,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",16641.88067,26611651599,77.64146341,1317384
Eswatini,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",3326.400746,4433664364,58.268,1124753
Ethiopia,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",559.6358191,81716326731,65.874,106400024
Faroe Islands,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,2689157271,82.4,48331
Fiji,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",4802.264496,5270335185,70.417,877459
Finland,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",37828.70754,2.52302E+11,81.42926829,5508214
France,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",32671.75509,2.58629E+12,82.52439024,66865144
Gabon,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",5008.441955,14892609693,66.48,2064823
"Gambia, The",Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",481.7816697,1489464788,61.424,2213894
Georgia,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",3402.042232,15081330942,73.436,3728004
Germany,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",37791.48357,3.6932E+12,80.9902439,82657002
Ghana,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1274.407415,58996776244,63.033,29121471
Greece,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",15780.2661,2.03086E+11,81.38780488,10754679
Grenada,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,1126882296,73.78,110874
Guam,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,5859000000,79.763,164281
Guatemala,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",3785.24574,75620095538,73.654,16914936
Guinea,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",688.9670615,9915311049,60.617,12067539
Guinea-Bissau,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",612.0552296,1346841897,57.805,1828146
Guyana,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",3883.447421,3555205811,66.766,775221
Haiti,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",718.18376,8408252995,63.589,10982366
Honduras,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",2095.787502,22940179174,73.774,9429013
"Hong Kong SAR, China",East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,3.41648E+11,84.6804878,7391700
Hungary,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",11348.72838,1.39761E+11,76.06341463,9787966
Iceland,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",59619.51372,24489493459,82.20487805,343400
India,South Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1678.499262,2.65255E+12,68.803,1338658835
Indonesia,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",2934.499889,1.01542E+12,69.355,264645886
"Iran, Islamic Rep.",Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",4237.956184,4.54013E+11,76.153,80673951
Iraq,Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",3943.678434,1.93159E+11,70.038,37552781
Ireland,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",37988.28351,3.3143E+11,81.95609756,4807388
Israel,Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",34949.56244,3.53268E+11,82.60243902,8713300
Italy,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",26537.35914,1.94657E+12,83.24390244,60536709
Jamaica,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",4438.771135,14781107822,76.097,2920853
Japan,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",31107.44895,4.85995E+12,84.0997561,126785797
Jordan,Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",3710.807438,40765867419,74.476,9779173
Kazakhstan,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",6377.69293,1.62887E+11,72.95,18037776
Kenya,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1320.793895,78757391333,67.291,50221473
Kiribati,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",3037.314907,185572501.5,66.506,114158
"Korea, Rep.",East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",24027.91605,1.53075E+12,82.62682927,51466201
Kosovo,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,7227764977,71.94634146,1830700
Kuwait,Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",28637.75798,1.19552E+11,74.811,4056097
Kyrgyz Republic,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",970.9430876,7702934800,71.2,6198200
Lao PDR,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1783.679257,16853087485,67.021,6953035
Latvia,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",12356.80722,30463302414,74.6804878,1942248
Lebanon,Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",6318.234572,53393799668,79.758,6811873
Lesotho,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1146.251228,2578265356,54.568,2091412
Liberia,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",337.9140564,3285455000,63.006,4702228
Libya,Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",4988.89555,38115981879,72.11,6580724
Liechtenstein,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,6214633651,82.25853659,37800
Lithuania,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,47544459559,74.67073171,2828403
Luxembourg,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",60887.9248,62316359824,82.68536585,596336
"Macao SAR, China",East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,50559431846,83.991,622585
Madagascar,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",405.0806171,11465850504,66.312,25570540
Malawi,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",242.9374966,6303292264,63.671,17670260
Malaysia,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",7804.052098,3.14707E+11,75.452,31105028
Maldives,South Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",7623.815678,4865546026,77.649,496402
Mali,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",632.7306965,15339614407,58.456,18512394
Malta,Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,12748803180,82.45365854,467999
Mauritania,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",726.3056004,4975432191,63.384,4282574
Mauritius,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",8712.673488,13259351418,74.51463415,1264613
Mexico,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",7216.957154,1.15807E+12,77.305,124777324
"Micronesia, Fed. Sts.",East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,336427500,69.316,111459
Moldova,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",2302.305591,9669759987,71.718,3549196
Mongolia,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",2082.90516,11433635876,69.465,3113779
Montenegro,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",6961.658895,4844592067,77.271,622373
Morocco,Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",2617.262533,1.09709E+11,76.059,35581294
Mozambique,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",330.0129951,12651912500,58.872,28649007
Myanmar,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1134.911359,66719084836,66.744,53382581
Namibia,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",4724.310896,13566192143,64.85,2402603
Nepal,South Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",838.7993868,24880266905,70.604,27627124
Netherlands,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",40544.91198,8.30573E+11,81.56097561,17131296
New Zealand,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",34960.23485,2.02591E+11,81.65853659,4793900
Nicaragua,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1832.373484,13843586680,75.653,6384855
Niger,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",305.0500151,8119710126,60.422,21602472
Nigeria,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1604.245374,3.75745E+11,53.875,190873311
North Macedonia,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",4192.66238,11279509014,75.851,2081996
Norway,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",61865.20177,3.99489E+11,82.5097561,5276968
Oman,Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",9936.792255,70783875163,77.258,4665935
Pakistan,South Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1460.767136,3.04952E+11,66.629,207896686
Panama,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",12510.37624,62283800000,78.195,4106771
Papua New Guinea,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1834.339198,22277692409,65.705,8438029
Paraguay,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",4821.331214,39008900332,73.211,6867062
Peru,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",5419.921445,2.10702E+11,75.22,31444297
Philippines,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",3288.526624,3.1362E+11,69.238,105173264
Poland,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",11650.39516,5.26371E+11,77.85121951,37974826
Portugal,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",17188.4208,2.19308E+11,81.12439024,10300300
Puerto Rico,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,1.0425E+11,79.97363415,3325001
Qatar,Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",47932.65404,1.66929E+11,78.331,2724724
Romania,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",8431.930902,2.11407E+11,75.3097561,19587491
Russian Federation,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",8519.410471,1.57862E+12,72.11902439,144496740
Rwanda,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",597.5277475,9135454442,67.496,11980937
Samoa,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",3686.441302,841538413,75.24,195352
Sao Tome and Principe,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",738.9002463,375040173.8,66.762,207089
Saudi Arabia,Middle East & North Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",16851.91409,6.88586E+11,74.72,33099147
Senegal,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1159.199185,21081669870,67.477,15419381
Serbia,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",4543.975109,44120424392,76.08780488,7020858
Seychelles,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",11667.02736,1503168690,74.3,95843
Sierra Leone,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",407.6056021,3739577973,52.214,7488431
Singapore,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",47165.78751,3.38406E+11,82.89512195,5612253
Slovak Republic,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",13785.4743,95617670260,77.16585366,5439232
Slovenia,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",18407.23839,48455919386,81.17560976,2066388
Solomon Islands,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1337.389172,1321131091,71.006,636038
Somalia,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,7128000000,56.714,14589119
South Africa,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",4941.627549,3.48872E+11,63.404,57000451
South Sudan,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total", ,3070885014,57.288,10910759
Spain,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",23216.40826,1.31431E+12,83.32926829,46593236
Sri Lanka,South Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",3659.803702,88019706804,75.485,21444000
St. Lucia,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",7711.430068,1810139889,75.696,180955
St. Vincent and the Grenadines,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",6635.578361,785222509.1,73.294,109827
Sudan,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",2240.72358,1.23053E+11,64.698,40813396
Suriname,Latin America & Caribbean,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",2494.020253,3068766110,71.523,570496
Sweden,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",45159.05871,5.35607E+11,82.30731707,10057698
Switzerland,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",64306.9622,6.78965E+11,83.60243902,8451840
Tajikistan,Europe & Central Asia,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",792.9677539,7157865188,71.214,8880268
Tanzania,Sub-Saharan Africa,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",880.6513099,53320625959,66.31,54663906
Thailand,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",4967.844265,4.55276E+11,75.498,69209858
Timor-Leste,East Asia & Pacific,Adjusted net national income per capita (current US$),GDP (current US$),"Life expectancy at birth, total (years)","Population, total",1299.561109,2487269437,69.199,1243261
